Machine_ID,Temperature,Vibration,RPM,Humidity,Power,Running_Hours,Status
LOOM2643,42.64,2.38,1182,55.72,5.53,1197,Maintenance
LOOM2644,41.61,2.82,1162,56.48,5.39,940,Maintenance
LOOM2645,40.06,4.0,1162,57.48,5.43,639,Maintenance
LOOM2646,41.02,3.77,1168,55.81,5.69,627,Maintenance
LOOM2647,42.53,2.76,1181,55.0,5.29,1104,Maintenance
LOOM2648,39.96,2.76,1158,56.73,5.85,1094,Maintenance
LOOM2649,39.6,4.01,1158,57.13,5.38,755,Maintenance
LOOM2650,42.72,4.19,1175,55.4,5.37,615,Maintenance
LOOM2651,41.87,3.96,1157,57.49,5.21,609,Maintenance
LOOM2652,40.71,3.34,1159,57.17,5.83,877,Maintenance
LOOM2653,40.63,3.23,1183,57.04,5.55,706,Maintenance
LOOM2654,43.29,2.44,1174,56.06,5.9,1178,Maintenance
LOOM2655,40.21,3.47,1167,56.31,5.4,943,Maintenance
LOOM2656,41.32,2.18,1153,57.24,5.62,708,Maintenance
LOOM2657,41.07,4.64,1159,55.85,5.34,514,Maintenance
LOOM2658,41.37,4.29,1154,56.76,5.48,1159,Maintenance
LOOM2659,40.12,2.6,1167,57.52,5.97,776,Maintenance
LOOM2660,39.8,2.66,1158,55.05,5.39,997,Maintenance
LOOM2661,40.92,4.96,1185,56.53,5.95,612,Maintenance
LOOM2662,40.34,3.11,1166,57.07,5.42,1174,Maintenance
LOOM2663,41.58,2.93,1175,55.06,5.65,609,Maintenance
LOOM2664,40.21,2.85,1165,57.27,5.73,1069,Maintenance
LOOM2665,43.28,3.72,1183,57.77,5.7,1041,Maintenance
LOOM2666,39.02,4.88,1170,57.31,5.82,929,Maintenance
LOOM2667,41.84,2.0,1162,55.56,5.79,935,Maintenance
LOOM2668,40.26,4.41,1162,56.89,5.74,1116,Maintenance
LOOM2669,41.83,3.07,1174,56.42,5.36,750,Maintenance
LOOM2670,40.62,4.57,1172,56.41,5.39,841,Maintenance
LOOM2671,41.47,3.29,1185,55.05,5.26,1078,Maintenance
LOOM2672,43.48,2.69,1152,55.61,5.53,574,Maintenance
LOOM2673,39.51,4.97,1185,56.32,5.31,719,Maintenance
LOOM2674,40.09,2.29,1166,55.04,5.67,623,Maintenance
LOOM2675,43.96,3.93,1178,57.68,5.27,742,Maintenance
LOOM2676,42.06,2.28,1166,57.37,5.63,1144,Maintenance
LOOM2677,43.69,2.72,1180,57.07,5.63,1173,Maintenance
LOOM2678,42.79,4.19,1181,57.45,5.37,921,Maintenance
LOOM2679,43.44,2.3,1182,56.75,5.94,784,Maintenance
LOOM2680,39.0,4.09,1172,57.26,5.65,668,Maintenance
LOOM2681,39.13,2.29,1151,57.0,5.35,660,Maintenance
LOOM2682,40.17,2.14,1161,55.59,5.37,635,Maintenance
LOOM2683,40.47,2.18,1178,55.68,5.31,620,Maintenance
LOOM2684,42.63,4.17,1173,56.88,5.9,806,Maintenance
LOOM2685,43.17,3.3,1154,57.5,5.33,887,Maintenance
LOOM2686,39.04,3.12,1184,55.53,5.87,930,Maintenance
LOOM2687,39.54,4.29,1163,55.22,5.53,945,Maintenance
LOOM2688,40.15,4.44,1167,57.14,5.77,1193,Maintenance
LOOM2689,41.65,4.7,1171,57.66,5.33,1108,Maintenance
LOOM2690,41.66,3.7,1178,56.27,5.69,955,Maintenance
LOOM2691,40.4,2.78,1163,57.78,5.84,520,Maintenance
LOOM2692,39.98,2.89,1184,56.39,5.27,1095,Maintenance
LOOM2693,39.58,4.08,1153,55.69,5.76,615,Maintenance
LOOM2694,41.8,3.18,1158,55.16,5.34,737,Maintenance
LOOM2695,42.99,2.72,1153,56.53,5.69,575,Maintenance
LOOM2696,40.21,3.66,1171,56.58,5.27,767,Maintenance
LOOM2697,40.66,2.41,1161,55.13,5.59,710,Maintenance
LOOM2698,39.7,4.37,1155,56.55,5.7,573,Maintenance
LOOM2699,41.11,3.9,1155,57.21,5.46,668,Maintenance
LOOM2700,42.41,4.98,1171,55.09,5.81,527,Maintenance
LOOM2701,42.88,4.07,1151,55.25,5.33,1152,Maintenance
LOOM2702,41.93,2.25,1162,56.44,5.84,949,Maintenance
LOOM2703,42.92,3.62,1173,55.17,5.7,1119,Maintenance
LOOM2704,39.13,2.45,1172,55.94,5.74,1016,Maintenance
LOOM2705,42.23,4.26,1166,55.48,5.64,651,Maintenance
LOOM2706,42.0,3.73,1180,55.86,5.62,578,Maintenance
LOOM2707,39.75,4.47,1168,56.5,5.83,821,Maintenance
LOOM2708,40.9,2.12,1177,56.4,5.24,550,Maintenance
LOOM2709,39.01,2.78,1165,56.13,5.71,590,Maintenance
LOOM2710,40.81,3.55,1183,55.45,5.5,625,Maintenance
LOOM2711,40.18,2.45,1167,56.54,5.99,878,Maintenance
LOOM2712,42.31,3.1,1160,57.36,5.5,542,Maintenance
LOOM2713,41.76,2.12,1180,55.16,5.37,920,Maintenance
LOOM2714,42.01,3.84,1179,56.85,5.83,517,Maintenance
LOOM2715,42.86,4.34,1183,55.55,5.25,774,Maintenance
LOOM2716,43.01,4.78,1175,55.76,5.62,1069,Maintenance
LOOM2717,43.58,4.22,1166,56.88,5.41,1159,Maintenance
LOOM2718,39.89,4.85,1181,57.64,5.4,698,Maintenance
LOOM2719,40.89,4.29,1183,56.94,5.52,748,Maintenance
LOOM2720,39.77,2.2,1175,56.86,5.44,674,Maintenance
LOOM2721,41.61,3.94,1169,56.22,5.33,748,Maintenance
LOOM2722,43.4,4.27,1158,56.1,5.78,1041,Maintenance
LOOM2723,41.15,2.31,1166,55.25,5.9,899,Maintenance
LOOM2724,40.46,4.95,1174,55.47,5.96,882,Maintenance
LOOM2725,42.79,4.6,1152,55.56,5.83,1191,Maintenance
LOOM2726,40.85,3.63,1161,55.88,5.97,523,Maintenance
LOOM2727,42.34,3.41,1169,56.23,5.42,797,Maintenance
LOOM2728,41.56,4.88,1183,56.52,5.93,731,Maintenance
LOOM2729,42.65,3.11,1185,57.09,5.61,782,Maintenance
LOOM2730,40.66,4.92,1179,56.83,5.76,1189,Maintenance
LOOM2731,42.44,2.11,1153,57.98,5.43,709,Maintenance
LOOM2732,43.58,2.63,1172,55.58,5.62,1101,Maintenance
LOOM2733,40.58,4.13,1175,57.19,5.85,604,Maintenance
LOOM2734,39.45,4.13,1179,56.58,5.78,626,Maintenance
LOOM2735,41.72,3.82,1162,55.72,5.27,1195,Maintenance
LOOM2736,39.99,2.65,1175,56.93,6.0,540,Maintenance
LOOM2737,43.41,4.56,1154,57.87,5.93,1126,Maintenance
LOOM2738,42.81,3.49,1170,57.97,5.28,1012,Maintenance
LOOM2739,43.29,4.34,1183,57.68,5.21,689,Maintenance
LOOM2740,40.04,2.08,1151,56.76,5.47,924,Maintenance
LOOM2741,39.56,2.38,1183,57.77,5.4,886,Maintenance
LOOM2742,40.67,3.91,1181,55.79,5.43,1110,Maintenance
LOOM2743,39.6,4.17,1176,57.75,5.91,1196,Maintenance
LOOM2744,40.07,3.1,1172,55.4,5.25,818,Maintenance
LOOM2745,42.02,4.43,1183,56.92,5.66,611,Maintenance
LOOM2746,41.7,2.68,1175,56.59,5.47,527,Maintenance
LOOM2747,41.93,4.27,1176,55.58,5.85,661,Maintenance
LOOM2748,43.71,3.82,1182,55.44,5.39,781,Maintenance
LOOM2749,40.68,3.25,1155,55.77,5.23,801,Maintenance
LOOM2750,39.65,3.61,1152,57.49,5.7,845,Maintenance
LOOM2751,40.19,4.81,1177,56.31,5.83,547,Maintenance
LOOM2752,41.6,2.29,1158,56.28,5.88,543,Maintenance
LOOM2753,43.72,4.62,1153,56.56,5.36,899,Maintenance
LOOM2754,40.99,3.82,1151,56.16,5.75,574,Maintenance
LOOM2755,40.6,4.24,1156,57.86,5.81,760,Maintenance
LOOM2756,43.49,3.07,1177,56.53,5.35,1085,Maintenance
LOOM2757,39.54,3.88,1181,56.27,5.65,646,Maintenance
LOOM2758,42.11,4.95,1166,55.87,5.97,618,Maintenance
LOOM2759,40.21,4.69,1150,57.38,5.99,698,Maintenance
LOOM2760,40.71,2.71,1185,57.21,5.62,917,Maintenance
LOOM2761,39.23,2.7,1173,56.84,5.3,604,Maintenance
LOOM2762,42.34,3.35,1151,56.82,5.24,877,Maintenance
LOOM2763,43.97,3.74,1154,57.41,5.43,686,Maintenance
LOOM2764,43.67,4.14,1178,57.98,5.67,669,Maintenance
LOOM2765,41.01,3.79,1176,57.3,5.66,884,Maintenance
LOOM2766,43.35,3.97,1185,56.93,5.81,1192,Maintenance
LOOM2767,42.39,4.94,1179,55.27,5.62,648,Maintenance
LOOM2768,41.68,3.1,1174,56.91,5.66,650,Maintenance
LOOM2769,40.65,2.31,1151,57.32,5.91,1083,Maintenance
LOOM2770,42.09,4.92,1162,57.86,5.91,610,Maintenance
LOOM2771,39.92,4.34,1164,55.88,5.31,940,Maintenance
LOOM2772,41.02,3.68,1153,56.22,5.76,1071,Maintenance
LOOM2773,41.36,3.19,1157,56.37,5.53,531,Maintenance
LOOM2774,42.21,2.52,1163,55.93,5.95,733,Maintenance
LOOM2775,41.6,2.66,1173,56.95,5.92,1032,Maintenance
LOOM2776,39.69,4.69,1151,57.51,5.98,503,Maintenance
LOOM2777,43.49,4.88,1157,57.94,5.92,1079,Maintenance
LOOM2778,42.05,3.02,1185,57.41,5.83,915,Maintenance
LOOM2779,41.95,3.08,1159,56.3,5.41,1063,Maintenance
LOOM2780,40.91,3.13,1176,56.89,5.94,721,Maintenance
LOOM2781,39.07,3.45,1177,55.29,5.86,649,Maintenance
LOOM2782,42.83,4.42,1170,56.71,5.98,623,Maintenance
LOOM2783,40.26,2.58,1167,56.2,5.32,1101,Maintenance
LOOM2784,42.98,2.93,1182,55.82,5.92,530,Maintenance
LOOM2785,43.16,2.49,1164,55.0,5.73,1026,Maintenance
LOOM2786,41.17,3.17,1174,55.19,5.24,896,Maintenance
LOOM2787,41.52,2.23,1162,57.44,5.47,526,Maintenance
LOOM2788,39.24,2.2,1183,55.17,5.72,582,Maintenance
LOOM2789,40.47,3.82,1170,55.16,5.53,681,Maintenance
LOOM2790,43.31,3.57,1178,56.93,5.7,551,Maintenance
LOOM2791,42.65,2.66,1167,55.81,5.92,951,Maintenance
LOOM2792,41.21,2.84,1160,55.17,5.95,643,Maintenance
LOOM2793,42.63,4.29,1176,57.01,5.68,852,Maintenance
LOOM2794,39.1,4.4,1181,57.17,5.86,893,Maintenance
LOOM2795,43.62,4.95,1154,57.31,5.41,906,Maintenance
LOOM2796,43.68,4.02,1166,55.2,5.36,707,Maintenance
LOOM2797,41.27,2.27,1158,57.86,5.45,675,Maintenance
LOOM2798,40.01,4.75,1175,55.33,5.64,581,Maintenance
LOOM2799,41.32,2.61,1160,57.03,5.26,667,Maintenance
LOOM2800,39.0,2.34,1177,55.71,5.61,1185,Maintenance
LOOM2801,40.59,3.4,1184,56.72,5.48,624,Maintenance
LOOM2802,39.95,3.34,1184,55.89,5.41,550,Maintenance
LOOM2803,42.63,2.51,1170,55.14,5.89,801,Maintenance
LOOM2804,41.55,4.92,1156,56.29,5.43,554,Maintenance
LOOM2805,40.18,2.61,1166,57.5,5.52,1047,Maintenance
LOOM2806,39.54,2.43,1179,57.22,5.6,1025,Maintenance
LOOM2807,39.85,2.56,1150,57.5,5.71,1003,Maintenance
LOOM2808,43.47,3.77,1161,55.31,5.35,1031,Maintenance
LOOM2809,43.65,3.26,1184,56.02,5.86,1121,Maintenance
LOOM2810,41.19,4.27,1164,57.62,5.63,617,Maintenance
LOOM2811,43.24,2.53,1170,56.23,5.47,1086,Maintenance
LOOM2812,42.75,4.88,1151,56.48,5.76,1057,Maintenance
LOOM2813,42.6,3.29,1157,56.36,5.76,912,Maintenance
LOOM2814,43.3,3.49,1175,56.55,5.85,515,Maintenance
LOOM2815,40.83,2.01,1184,55.43,5.73,675,Maintenance
LOOM2816,39.9,3.89,1170,57.02,5.27,902,Maintenance
LOOM2817,42.39,3.98,1150,57.33,5.63,958,Maintenance
LOOM2818,43.69,4.06,1175,56.71,5.79,1035,Maintenance
LOOM2819,42.26,4.81,1154,57.95,5.31,1081,Maintenance
LOOM2820,40.99,3.37,1152,56.67,5.63,1198,Maintenance
LOOM2821,40.34,3.29,1184,55.87,5.64,516,Maintenance
LOOM2822,43.77,2.38,1152,57.55,5.84,1119,Maintenance
LOOM2823,42.46,2.69,1184,56.3,5.78,756,Maintenance
LOOM2824,41.54,2.88,1158,55.89,5.68,1124,Maintenance
LOOM2825,41.56,3.89,1155,55.85,5.56,1058,Maintenance
LOOM2826,41.54,4.89,1152,57.09,5.55,865,Maintenance
LOOM2827,43.62,2.71,1184,56.2,5.51,700,Maintenance
LOOM2828,41.7,4.92,1161,55.08,5.69,781,Maintenance
LOOM2829,40.9,2.23,1154,57.16,5.73,972,Maintenance
LOOM2830,41.47,3.6,1174,56.63,5.89,1088,Maintenance
LOOM2831,43.58,3.52,1159,57.51,5.3,1028,Maintenance
LOOM2832,41.88,3.48,1152,57.37,5.63,1197,Maintenance
LOOM2833,41.62,3.2,1161,57.05,5.83,877,Maintenance
LOOM2834,39.26,2.81,1151,56.99,5.89,899,Maintenance
LOOM2835,40.9,3.86,1179,56.71,5.22,627,Maintenance
LOOM2836,39.84,4.7,1161,57.34,5.47,883,Maintenance
LOOM2837,40.34,2.55,1183,56.18,5.67,700,Maintenance
LOOM2838,39.7,4.48,1168,55.56,5.4,636,Maintenance
LOOM2839,42.42,4.22,1167,57.37,5.86,727,Maintenance
LOOM2840,43.33,2.58,1156,56.02,5.33,581,Maintenance
LOOM2841,42.42,4.75,1161,56.6,5.47,994,Maintenance
LOOM2842,39.89,4.84,1174,55.5,5.66,913,Maintenance
LOOM2843,43.73,2.66,1164,56.03,5.69,878,Maintenance
LOOM2844,39.51,4.58,1182,55.32,5.77,878,Maintenance
LOOM2845,40.83,4.85,1181,56.56,5.97,1072,Maintenance
LOOM2846,40.62,3.83,1181,57.32,5.43,767,Maintenance
LOOM2847,40.12,2.58,1157,57.63,5.92,1090,Maintenance
LOOM2848,39.37,4.5,1180,56.8,5.33,703,Maintenance
LOOM2849,41.61,4.11,1165,55.81,5.23,872,Maintenance
LOOM2850,40.05,2.92,1170,55.88,5.29,835,Maintenance
LOOM2851,40.01,2.65,1161,56.1,5.91,929,Maintenance
LOOM2852,41.38,4.54,1183,55.29,5.84,958,Maintenance
LOOM2853,43.26,2.14,1167,57.86,5.32,1158,Maintenance
LOOM2854,43.01,2.85,1155,55.11,5.48,967,Maintenance
LOOM2855,40.91,3.59,1157,57.09,5.62,1074,Maintenance
LOOM2856,39.3,4.2,1158,57.27,5.21,869,Maintenance
LOOM2857,39.65,4.53,1183,56.67,5.81,911,Maintenance
LOOM2858,39.81,2.41,1171,56.67,5.93,938,Maintenance
LOOM2859,41.08,4.87,1182,56.25,5.8,1051,Maintenance
LOOM2860,41.21,2.9,1160,55.41,5.76,1022,Maintenance
LOOM2861,40.69,4.22,1167,56.62,5.47,1102,Maintenance
LOOM2862,41.11,3.09,1170,57.36,5.87,794,Maintenance
LOOM2863,39.89,2.39,1157,57.9,5.85,938,Maintenance
LOOM2864,43.93,2.08,1150,57.65,5.23,814,Maintenance
LOOM2865,40.86,2.69,1164,55.22,5.39,1158,Maintenance
LOOM2866,43.39,4.65,1157,57.4,5.89,570,Maintenance
LOOM2867,40.04,2.97,1180,55.1,5.36,1148,Maintenance
LOOM2868,41.13,4.21,1156,55.85,5.43,1032,Maintenance
LOOM2869,41.62,3.15,1181,55.43,5.97,727,Maintenance
LOOM2870,41.12,4.7,1178,57.16,5.43,923,Maintenance
LOOM2871,39.75,2.02,1173,57.54,5.99,671,Maintenance
LOOM2872,43.6,2.86,1154,56.58,5.84,677,Maintenance
LOOM2873,42.54,4.42,1156,57.21,5.35,564,Maintenance
LOOM2874,39.63,3.82,1150,56.88,5.7,560,Maintenance
LOOM2875,40.89,2.02,1155,56.56,5.53,1001,Maintenance
LOOM2876,39.8,4.15,1179,56.04,5.63,982,Maintenance
LOOM2877,41.02,4.12,1179,55.53,5.34,858,Maintenance
LOOM2878,41.4,2.96,1173,56.69,5.41,638,Maintenance
LOOM2879,40.89,4.59,1152,55.98,5.69,1023,Maintenance
LOOM2880,43.08,4.56,1179,56.15,5.73,746,Maintenance
LOOM2881,42.65,3.18,1185,57.61,5.77,623,Maintenance
LOOM2882,42.23,2.53,1179,57.06,5.36,722,Maintenance
LOOM2883,43.63,3.97,1161,57.87,5.94,833,Maintenance
LOOM2884,39.91,2.47,1163,57.22,5.91,603,Maintenance
LOOM2885,42.66,4.4,1154,56.92,5.39,1063,Maintenance
LOOM2886,39.72,4.69,1170,56.96,5.76,750,Maintenance
LOOM2887,42.95,4.57,1184,55.61,5.64,815,Maintenance
LOOM2888,40.33,2.37,1179,57.21,5.91,724,Maintenance
LOOM2889,39.81,3.18,1165,57.83,5.66,767,Maintenance
LOOM2890,43.33,3.73,1181,56.83,5.78,684,Maintenance
LOOM2891,43.47,3.81,1178,55.01,5.66,950,Maintenance
LOOM2892,39.35,2.17,1165,57.0,5.68,1039,Maintenance
LOOM2893,43.55,4.16,1163,56.47,5.92,834,Maintenance
LOOM2894,39.69,4.85,1183,55.73,5.32,1191,Maintenance
LOOM2895,42.76,2.3,1173,56.19,5.83,555,Maintenance
LOOM2896,41.74,2.52,1152,55.8,5.64,1121,Maintenance
LOOM2897,43.05,4.06,1179,56.56,5.6,1082,Maintenance
LOOM2898,41.19,4.05,1173,57.0,5.49,742,Maintenance
LOOM2899,42.19,3.18,1153,57.4,5.94,541,Maintenance
LOOM2900,40.01,2.83,1169,55.71,5.51,583,Maintenance
LOOM2901,43.07,4.57,1170,55.33,5.25,666,Maintenance
LOOM2902,43.77,4.62,1155,55.07,5.32,1091,Maintenance
LOOM2903,39.84,4.78,1172,56.99,5.27,703,Maintenance
LOOM2904,41.39,3.96,1182,55.58,5.69,701,Maintenance
LOOM2905,43.56,3.73,1180,55.25,5.75,1011,Maintenance
LOOM2906,39.46,4.9,1159,56.19,5.71,655,Maintenance
LOOM2907,39.58,2.47,1179,56.23,5.8,642,Maintenance
LOOM2908,39.27,3.82,1155,55.35,5.51,607,Maintenance
LOOM2909,39.65,2.54,1157,56.85,5.23,639,Maintenance
LOOM2910,42.61,3.99,1183,57.28,5.95,702,Maintenance
LOOM2911,43.63,4.24,1163,55.11,5.66,941,Maintenance
LOOM2912,40.9,2.63,1150,56.98,5.56,1181,Maintenance
LOOM2913,43.06,4.33,1156,55.45,5.83,680,Maintenance
LOOM2914,39.5,2.85,1185,57.05,5.7,643,Maintenance
LOOM2915,43.61,4.58,1170,57.95,5.32,793,Maintenance
LOOM2916,40.88,2.05,1162,57.1,5.49,858,Maintenance
LOOM2917,42.61,4.52,1154,57.43,5.79,501,Maintenance
LOOM2918,43.03,2.64,1172,55.38,5.76,1008,Maintenance
LOOM2919,43.12,4.33,1164,57.91,5.29,782,Maintenance
LOOM2920,39.95,4.81,1185,55.98,5.49,814,Maintenance
LOOM2921,42.81,2.39,1151,55.78,5.26,659,Maintenance
LOOM2922,39.13,4.97,1153,56.27,5.49,665,Maintenance
LOOM2923,41.4,3.67,1167,55.18,5.68,562,Maintenance
LOOM2924,41.22,4.16,1155,56.29,5.89,522,Maintenance
LOOM2925,41.06,2.39,1168,56.59,5.96,609,Maintenance
LOOM2926,40.71,2.78,1160,57.48,5.75,1157,Maintenance
LOOM2927,39.04,4.1,1168,55.1,5.25,517,Maintenance
LOOM2928,42.08,4.72,1175,57.87,5.65,1155,Maintenance
LOOM2929,41.26,3.27,1169,56.87,5.5,1104,Maintenance
LOOM2930,42.39,4.99,1173,55.86,5.87,752,Maintenance
LOOM2931,40.26,4.52,1158,57.51,5.4,944,Maintenance
LOOM2932,39.01,2.13,1153,57.31,5.84,1026,Maintenance
LOOM2933,39.61,2.62,1176,56.66,5.28,908,Maintenance
LOOM2934,40.38,4.83,1181,55.49,5.61,1057,Maintenance
LOOM2935,39.07,2.29,1173,56.34,5.32,531,Maintenance
LOOM2936,43.34,2.32,1171,57.11,5.57,700,Maintenance
LOOM2937,41.54,3.23,1156,55.74,5.57,734,Maintenance
LOOM2938,40.66,4.91,1168,56.08,5.62,782,Maintenance
LOOM2939,41.46,2.6,1175,55.52,5.76,525,Maintenance
LOOM2940,39.09,3.31,1172,56.6,5.62,863,Maintenance
LOOM2941,41.23,4.11,1166,56.49,5.36,1074,Maintenance
LOOM2942,39.03,2.6,1162,56.82,5.33,950,Maintenance
LOOM2943,43.61,4.51,1175,56.31,5.32,861,Maintenance
LOOM2944,41.93,3.57,1158,57.1,5.58,532,Maintenance
LOOM2945,39.29,2.8,1176,56.28,5.45,838,Maintenance
LOOM2946,42.13,2.07,1154,57.39,5.24,1102,Maintenance
LOOM2947,41.43,3.4,1166,55.11,5.8,768,Maintenance
LOOM2948,41.93,3.63,1185,55.2,5.77,1146,Maintenance
LOOM2949,42.48,3.72,1170,55.75,6.0,567,Maintenance
LOOM2950,40.58,2.52,1166,56.83,5.6,1103,Maintenance
LOOM2951,40.49,4.49,1181,57.79,5.52,1120,Maintenance
LOOM2952,41.65,3.48,1164,56.94,5.36,1104,Maintenance
LOOM2953,41.2,2.36,1176,56.15,5.65,799,Maintenance
LOOM2954,39.51,4.72,1156,55.45,5.59,550,Maintenance
LOOM2955,41.43,3.71,1165,55.7,5.34,830,Maintenance
LOOM2956,41.18,2.63,1182,57.01,5.68,1096,Maintenance
LOOM2957,41.84,2.34,1178,57.42,5.25,770,Maintenance
LOOM2958,39.83,3.29,1158,55.08,5.57,1027,Maintenance
LOOM2959,41.3,4.71,1160,55.32,5.53,662,Maintenance
LOOM2960,42.3,3.98,1166,55.29,5.94,1058,Maintenance
LOOM2961,43.72,4.4,1165,56.11,5.76,1129,Maintenance
LOOM2962,41.86,3.79,1178,57.7,5.92,585,Maintenance
LOOM2963,43.88,4.89,1184,56.51,5.67,796,Maintenance
LOOM2964,43.64,3.52,1154,57.91,5.94,766,Maintenance
LOOM2965,40.52,2.41,1157,56.35,5.9,864,Maintenance
LOOM2966,41.61,4.21,1164,56.71,5.55,1019,Maintenance
LOOM2967,40.87,4.8,1184,55.52,5.85,765,Maintenance
LOOM2968,41.7,3.26,1170,56.42,5.27,684,Maintenance
LOOM2969,43.21,3.14,1155,55.9,5.52,1163,Maintenance
LOOM2970,42.34,4.8,1182,57.67,5.74,1104,Maintenance
LOOM2971,40.35,2.5,1177,56.68,5.6,974,Maintenance
LOOM2972,42.63,3.18,1180,56.99,5.24,544,Maintenance
LOOM2973,41.94,2.69,1157,55.78,5.83,1094,Maintenance
LOOM2974,41.12,3.06,1152,56.48,5.64,754,Maintenance
LOOM2975,39.89,2.85,1185,56.67,5.47,886,Maintenance
LOOM2976,40.77,4.34,1179,56.74,5.89,1174,Maintenance
LOOM2977,42.35,3.19,1168,56.92,5.91,931,Maintenance
LOOM2978,42.51,2.85,1174,56.15,5.4,771,Maintenance
LOOM2979,43.68,3.29,1167,56.36,5.45,566,Maintenance
LOOM2980,41.22,2.46,1171,55.31,5.31,864,Maintenance
LOOM2981,41.9,2.73,1176,55.83,5.64,500,Maintenance
LOOM2982,41.51,3.72,1164,55.8,5.52,1013,Maintenance
LOOM2983,40.14,2.12,1177,55.41,5.41,991,Maintenance
LOOM2984,39.76,4.96,1183,56.34,5.66,935,Maintenance
LOOM2985,39.11,4.5,1155,55.9,5.37,615,Maintenance
LOOM2986,41.93,4.27,1165,56.07,5.8,1114,Maintenance
LOOM2987,42.2,2.49,1163,57.14,5.29,718,Maintenance
LOOM2988,41.38,3.22,1150,56.03,5.98,544,Maintenance
LOOM2989,43.59,2.96,1182,55.28,5.47,522,Maintenance
LOOM2990,43.55,3.08,1167,57.25,5.6,768,Maintenance
LOOM2991,39.62,2.29,1170,56.95,5.9,796,Maintenance
LOOM2992,40.37,4.36,1176,56.21,5.25,995,Maintenance
LOOM2993,43.48,4.79,1154,57.32,5.3,764,Maintenance
LOOM2994,41.97,3.72,1184,56.89,5.64,502,Maintenance
LOOM2995,43.33,3.39,1185,55.44,5.42,953,Maintenance
LOOM2996,40.35,3.55,1156,57.36,5.87,1137,Maintenance
LOOM2997,39.92,3.18,1174,57.84,5.64,1131,Maintenance
LOOM2998,42.32,3.85,1165,57.1,5.67,1133,Maintenance
LOOM2999,41.75,2.93,1182,56.14,5.45,592,Maintenance
LOOM3000,40.64,3.77,1170,57.41,5.24,627,Maintenance
LOOM3001,42.07,4.17,1161,55.18,5.75,989,Maintenance
LOOM3002,43.97,2.74,1174,57.67,5.24,616,Maintenance
LOOM3003,39.35,2.24,1153,55.68,5.68,1068,Maintenance
LOOM3004,43.04,2.62,1170,55.75,5.98,1163,Maintenance
LOOM3005,39.63,3.54,1166,55.98,5.68,888,Maintenance
LOOM3006,41.43,2.15,1169,57.42,5.44,1094,Maintenance
LOOM3007,40.25,2.14,1174,58.0,5.75,780,Maintenance
LOOM3008,42.93,4.22,1185,56.84,5.55,920,Maintenance
LOOM3009,39.25,4.37,1166,55.49,5.86,818,Maintenance
LOOM3010,40.57,4.6,1181,57.27,5.47,529,Maintenance
LOOM3011,41.86,4.35,1169,57.3,5.97,696,Maintenance
LOOM3012,42.91,4.42,1151,56.28,5.39,878,Maintenance
LOOM3013,40.29,3.21,1174,57.35,5.88,688,Maintenance
LOOM3014,42.85,3.01,1168,55.16,5.52,842,Maintenance
LOOM3015,42.02,3.04,1153,55.03,5.95,935,Maintenance
LOOM3016,39.8,2.56,1161,55.46,5.34,962,Maintenance
LOOM3017,41.14,4.64,1180,55.93,5.31,823,Maintenance
LOOM3018,42.07,3.17,1156,55.24,5.42,602,Maintenance
LOOM3019,39.46,4.73,1182,57.45,5.4,1029,Maintenance
LOOM3020,42.2,4.98,1150,57.28,5.98,515,Maintenance
LOOM3021,39.54,3.77,1175,56.44,5.6,1072,Maintenance
LOOM3022,39.64,4.62,1161,56.73,5.91,866,Maintenance
LOOM3023,41.22,4.36,1150,57.79,5.42,638,Maintenance
LOOM3024,43.97,3.23,1166,57.56,5.71,935,Maintenance
LOOM3025,39.38,4.19,1160,55.16,5.62,734,Maintenance
LOOM3026,42.68,4.65,1171,55.68,5.48,1102,Maintenance
LOOM3027,42.65,4.6,1184,55.14,5.64,1150,Maintenance
LOOM3028,39.84,4.95,1182,55.52,5.3,1187,Maintenance
LOOM3029,41.79,4.25,1182,55.97,5.4,774,Maintenance
LOOM3030,39.24,4.03,1177,55.76,5.72,792,Maintenance
LOOM3031,42.26,3.02,1159,57.61,5.88,578,Maintenance
LOOM3032,39.56,4.83,1159,57.8,5.99,792,Maintenance
LOOM3033,42.85,3.84,1181,57.05,5.7,586,Maintenance
LOOM3034,41.25,4.7,1175,57.29,5.39,800,Maintenance
LOOM3035,42.23,4.04,1160,56.47,5.22,1068,Maintenance
LOOM3036,41.69,4.06,1154,57.69,5.48,512,Maintenance
LOOM3037,42.28,2.18,1154,56.82,5.51,752,Maintenance
LOOM3038,43.13,2.76,1162,55.1,5.69,735,Maintenance
LOOM3039,40.62,3.64,1159,55.8,5.92,838,Maintenance
LOOM3040,43.24,4.64,1150,55.11,5.94,1149,Maintenance
LOOM3041,42.7,3.54,1175,56.32,5.6,1026,Maintenance
LOOM3042,43.53,4.53,1172,57.97,5.42,760,Maintenance
LOOM3043,43.58,4.87,1166,55.79,5.24,1044,Maintenance
LOOM3044,40.05,3.61,1173,57.07,5.58,1134,Maintenance
LOOM3045,40.09,4.11,1185,55.32,5.71,1166,Maintenance
LOOM3046,42.78,4.4,1170,55.72,5.68,650,Maintenance
LOOM3047,41.68,4.88,1182,56.98,5.9,895,Maintenance
LOOM3048,43.02,3.7,1177,57.96,5.62,658,Maintenance
LOOM3049,43.42,4.29,1153,55.92,5.99,992,Maintenance
