Temperature,Vibration,RPM,Humidity,Power,Running_Hours,status,machineId,Health
39.28,1.36,1468,54.18,4.09,137.03,Running,M0002,94.77
37.05,1.73,1499,54.26,4.8,597.12,Running,M0003,95.53
37.47,1.38,1416,53.64,3.97,496.05,Running,M0004,96.74
37.01,1.32,1523,52.53,4.85,531.11,Running,M0005,95.32
37.3,1.46,1411,49.85,3.9,646.64,Running,M0006,96.19
36.79,1.21,1485,48.07,3.96,660.05,Running,M0007,98.04
50.96,2.79,1452,50.03,5.66,787.66,Running,M0008,82.43
39.06,1.6,1523,45.54,4.41,566.05,Running,M0009,92.89
37.4,1.26,1519,45.82,4.1,851.91,Running,M0010,98.76
37.54,1.14,1455,46.62,4.28,266.1,Running,M0011,96.74
39.62,1.6,1562,54.62,4.5,276.98,Running,M0012,95.32
38.13,1.17,1490,54.61,4.17,538.67,Running,M0013,95.51
41.86,1.91,1508,52.17,4.27,535.52,Running,M0014,90.52
37.4,1.44,1502,45.84,3.77,210.62,Running,M0015,98.22
36.94,1.42,1484,51.75,4.51,918.62,Running,M0016,97.95
37.28,1.26,1433,46.4,3.84,308.35,Running,M0017,97.77
41.78,1.73,1447,52.7,4.79,486.58,Running,M0018,92.34
35.78,0.92,1585,51.49,3.63,664.93,Running,M0019,99.08
41.33,2.04,1543,50.08,4.38,626.3,Running,M0020,91.1
50.13,3.06,1460,50.27,5.25,424.27,Running,M0021,80.48
51.99,3.14,1400,48.56,5.96,478.26,Maintenance,M0022,78.88
34.79,0.84,1414,46.22,4.09,474.16,Running,M0023,99.29
42.65,1.87,1410,50.56,4.49,771.19,Running,M0024,91.84
39.96,1.21,1481,47.64,4.34,311.97,Running,M0025,95.44
37.3,1.64,1545,53.16,4.87,724.22,Running,M0026,95.1
36.99,1.27,1433,49.14,4.07,182.68,Running,M0027,97.95
35.64,1.4,1484,54.26,4.34,310.03,Running,M0028,97.55
42.13,1.75,1489,47.81,4.41,916.41,Running,M0029,92.37
38.43,1.52,1538,49.04,3.92,894.07,Running,M0030,97.32
38.42,1.88,1418,48.0,4.95,297.27,Running,M0031,94.02
33.97,1.11,1408,54.44,3.61,651.67,Running,M0032,99.18
40.86,1.38,1425,50.12,4.23,789.85,Running,M0033,95.04
40.88,1.43,1452,53.52,4.65,656.79,Running,M0034,95.0
34.24,1.25,1559,46.63,3.68,306.22,Running,M0035,98.53
40.87,1.56,1439,51.97,4.41,926.68,Running,M0036,92.2
38.1,1.36,1538,45.31,4.81,919.9,Running,M0037,94.78
39.15,1.79,1498,54.04,5.02,359.72,Running,M0038,92.5
40.07,1.96,1443,48.26,4.53,509.52,Running,M0039,92.2
41.52,1.54,1444,50.62,4.16,940.58,Running,M0040,92.78
43.71,2.02,1470,47.37,4.61,910.8,Running,M0041,91.28
34.87,1.35,1415,54.81,4.08,488.38,Running,M0042,98.62
37.57,1.36,1469,46.57,4.01,215.17,Running,M0043,96.88
38.78,1.13,1514,53.29,4.71,838.3,Running,M0044,95.83
35.65,1.22,1478,48.64,4.13,575.05,Running,M0045,98.15
43.0,1.59,1497,54.94,4.28,785.65,Running,M0046,92.15
39.09,1.49,1413,54.23,4.01,464.03,Running,M0047,96.1
43.0,2.02,1382,49.44,5.04,922.88,Running,M0048,91.95
34.73,1.32,1508,53.24,4.21,438.02,Running,M0049,98.91
40.1,1.39,1536,53.59,4.05,163.67,Running,M0050,93.76
38.29,1.26,1552,46.99,4.12,289.03,Running,M0051,97.64
35.96,0.75,1564,49.98,4.38,396.44,Running,M0052,99.63
41.17,2.13,1559,45.6,4.44,161.33,Running,M0053,90.65
38.91,1.38,1459,54.53,4.4,489.55,Running,M0054,96.54
39.37,1.91,1495,49.95,4.39,827.35,Running,M0055,92.53
41.43,2.04,1575,47.66,4.65,566.33,Running,M0056,92.28
35.95,1.38,1459,51.04,4.09,280.07,Running,M0057,98.19
42.36,2.03,1437,46.45,4.29,152.61,Running,M0058,91.94
39.65,1.72,1446,51.23,4.48,982.75,Running,M0059,94.34
42.86,2.05,1434,53.86,4.58,537.5,Running,M0060,91.45
40.57,2.08,1462,53.95,4.29,176.98,Running,M0061,91.77
42.37,1.83,1510,53.95,4.73,169.29,Running,M0062,91.25
38.02,1.29,1547,47.92,4.49,428.63,Running,M0063,97.8
38.03,1.63,1427,47.3,3.94,190.4,Running,M0064,96.23
40.99,2.15,1554,45.2,4.45,613.52,Running,M0065,90.63
41.78,1.84,1457,48.84,4.92,714.92,Running,M0066,90.11
44.47,2.05,1376,50.37,4.46,232.11,Running,M0067,89.89
38.01,1.22,1541,49.29,4.56,881.35,Running,M0068,98.53
37.06,0.98,1560,48.26,3.67,652.57,Running,M0069,98.4
44.01,2.04,1564,53.8,5.16,694.25,Running,M0070,90.91
54.41,3.27,1445,51.57,5.83,244.81,Maintenance,M0071,77.19
38.26,1.2,1444,54.94,4.42,738.74,Running,M0072,95.83
34.38,1.19,1440,48.74,3.84,731.98,Running,M0073,98.62
43.05,1.57,1519,50.41,4.6,212.17,Running,M0074,91.76
36.38,1.27,1587,53.46,4.49,402.44,Running,M0075,97.6
39.57,1.69,1481,53.09,4.61,355.08,Running,M0076,94.95
39.65,1.1,1534,54.56,4.67,759.18,Running,M0077,96.3
40.3,1.54,1448,46.89,4.0,852.57,Running,M0078,95.07
38.92,1.72,1549,50.02,3.99,456.24,Running,M0079,94.78
37.19,1.45,1435,47.63,4.03,310.5,Running,M0080,96.06
35.02,1.13,1541,47.07,3.9,227.44,Running,M0081,99.67
50.78,3.24,1450,47.6,5.8,510.47,Running,M0082,80.11
37.03,0.77,1559,50.07,4.27,876.53,Running,M0083,99.58
36.81,1.49,1498,53.88,3.88,598.38,Running,M0084,96.09
41.38,1.7,1530,52.53,4.96,994.94,Running,M0085,93.31
37.86,1.29,1511,50.01,4.88,467.19,Running,M0086,95.22
39.18,1.97,1533,48.21,4.36,741.06,Running,M0087,92.47
41.76,1.56,1379,51.8,4.62,242.44,Running,M0088,91.93
39.94,1.66,1394,47.44,4.17,513.49,Running,M0089,92.15
38.87,1.25,1524,48.38,4.27,953.52,Running,M0090,95.19
42.83,2.09,1564,54.77,4.38,929.69,Running,M0091,90.61
45.96,2.37,1384,52.4,5.55,595.53,Running,M0092,85.07
40.79,1.79,1451,52.99,4.31,708.54,Running,M0093,92.33
41.77,1.62,1437,53.53,4.43,701.48,Running,M0094,92.33
46.54,2.46,1359,49.8,5.59,1002.54,Running,M0095,84.62
37.42,1.52,1504,52.69,4.13,698.03,Running,M0096,96.03
39.27,1.44,1534,53.6,4.22,852.31,Running,M0097,96.13
36.33,1.28,1543,45.15,4.2,495.81,Running,M0098,99.21
39.5,1.18,1500,54.99,4.38,971.41,Running,M0099,96.85
38.33,1.45,1439,50.65,4.22,253.03,Running,M0100,98.27
39.51,1.37,1571,50.13,3.8,780.52,Running,M0001,96.68
40.07,1.23,1486,54.5,4.63,138.03,Running,M0002,94.77
38.88,1.65,1553,54.03,4.7,598.12,Running,M0003,95.52
37.54,1.31,1490,50.91,4.43,497.05,Running,M0004,96.73
36.88,1.64,1407,45.83,4.31,532.11,Running,M0005,95.32
38.09,1.57,1566,49.05,4.11,647.64,Running,M0006,96.15
38.04,1.0,1429,48.78,4.14,661.05,Running,M0007,98.04
49.79,2.59,1441,53.38,5.1,788.66,Running,M0008,82.41
39.36,1.83,1569,53.95,4.98,567.05,Running,M0009,92.88
34.11,1.39,1397,45.46,3.71,852.91,Running,M0010,98.76
36.26,1.58,1423,49.67,3.94,267.1,Running,M0011,96.7
39.3,1.23,1542,51.74,4.35,277.98,Running,M0012,95.24
37.58,1.28,1534,47.25,4.01,539.67,Running,M0013,95.51
42.78,2.09,1376,53.48,5.01,536.52,Running,M0014,90.52
35.77,1.46,1443,53.45,4.4,211.62,Running,M0015,98.2
38.54,1.25,1591,52.22,4.29,919.62,Running,M0016,97.95
38.59,1.16,1459,54.29,4.09,309.35,Running,M0017,97.74
42.78,1.95,1386,45.47,5.03,487.58,Running,M0018,92.31
36.36,1.38,1493,52.67,4.54,665.93,Running,M0019,99.01
42.94,2.19,1399,47.7,5.11,627.3,Running,M0020,91.09
51.96,2.69,1363,45.6,5.08,425.27,Running,M0021,80.47
50.85,3.25,1456,49.38,5.61,479.26,Maintenance,M0022,78.87
35.95,0.83,1405,51.03,3.6,475.16,Running,M0023,99.28
41.81,1.54,1421,46.23,4.63,772.19,Running,M0024,91.82
38.33,1.54,1497,48.88,4.27,312.97,Running,M0025,95.4
39.58,1.24,1499,45.76,4.7,725.22,Running,M0026,95.09
36.78,1.07,1571,52.45,4.0,183.68,Running,M0027,97.95
37.39,1.15,1496,54.19,4.51,311.03,Running,M0028,97.5
40.96,1.92,1498,49.14,4.98,917.41,Running,M0029,92.35
38.0,1.03,1513,52.82,4.7,895.07,Running,M0030,97.31
41.58,1.54,1450,48.97,4.39,298.27,Running,M0031,93.97
33.74,0.81,1537,48.43,3.89,652.67,Running,M0032,99.16
39.83,1.2,1505,52.24,4.47,790.85,Running,M0033,95.03
39.38,1.61,1572,53.36,4.12,657.79,Running,M0034,94.95
35.83,1.41,1548,49.28,4.15,307.22,Running,M0035,98.5
40.48,1.68,1458,51.34,4.67,927.68,Running,M0036,92.15
38.97,1.63,1391,53.6,4.85,920.9,Running,M0037,94.77
40.12,1.56,1531,51.12,4.35,360.72,Running,M0038,92.46
42.34,1.8,1424,49.65,4.31,510.52,Running,M0039,92.18
41.47,2.01,1559,48.12,4.68,941.58,Running,M0040,92.75
42.69,2.01,1461,50.98,5.17,911.8,Running,M0041,91.23
34.52,1.27,1395,52.66,4.43,489.38,Running,M0042,98.61
36.45,1.5,1435,46.11,4.05,216.17,Running,M0043,96.88
38.33,1.19,1475,48.09,4.66,839.3,Running,M0044,95.81
35.19,0.95,1467,52.92,3.84,576.05,Running,M0045,98.09
43.22,1.66,1391,47.87,5.04,786.65,Running,M0046,92.12
36.99,1.27,1440,52.02,4.19,465.03,Running,M0047,96.06
43.17,1.67,1493,49.36,4.56,923.88,Running,M0048,91.94
34.88,1.28,1493,48.6,3.87,439.02,Running,M0049,98.9
39.37,1.33,1453,53.22,4.82,164.67,Running,M0050,93.76
35.85,1.48,1445,48.81,4.02,290.03,Running,M0051,97.56
36.69,0.74,1447,45.3,4.47,397.44,Running,M0052,99.62
44.18,1.66,1417,46.15,4.49,162.33,Running,M0053,90.61
38.49,1.12,1403,48.26,4.07,490.55,Running,M0054,96.51
40.12,1.58,1483,51.83,4.48,828.35,Running,M0055,92.51
41.5,1.62,1512,52.71,4.26,567.33,Running,M0056,92.23
35.11,1.16,1410,54.85,4.64,281.07,Running,M0057,98.18
41.1,1.84,1504,52.72,4.45,153.61,Running,M0058,91.89
40.12,1.8,1493,54.94,4.87,983.75,Running,M0059,94.33
40.02,2.12,1549,54.52,5.0,538.5,Running,M0060,91.44
42.59,1.91,1499,52.64,4.2,177.98,Running,M0061,91.76
42.81,1.87,1512,47.19,4.56,170.29,Running,M0062,91.23
35.1,1.42,1449,54.63,4.01,429.63,Running,M0063,97.76
38.14,1.35,1546,49.81,4.01,191.4,Running,M0064,96.22
41.58,1.65,1418,48.51,4.26,614.52,Running,M0065,90.61
43.2,2.1,1523,47.92,4.98,715.92,Running,M0066,90.07
41.48,2.12,1430,45.52,4.78,233.11,Running,M0067,89.87
35.03,1.08,1513,50.99,4.54,882.35,Running,M0068,98.5
34.51,0.91,1477,50.95,4.46,653.57,Running,M0069,98.4
42.63,2.06,1549,46.47,4.47,695.25,Running,M0070,90.87
51.99,3.21,1375,49.31,6.05,245.81,Maintenance,M0071,77.17
39.2,1.19,1563,50.46,4.01,739.74,Running,M0072,95.81
36.36,0.99,1503,46.59,3.71,732.98,Running,M0073,98.6
42.37,1.88,1531,47.91,4.33,213.17,Running,M0074,91.74
38.65,0.96,1503,46.71,4.12,403.44,Running,M0075,97.56
39.35,1.38,1579,53.1,4.49,356.08,Running,M0076,94.92
39.64,1.53,1562,47.98,4.1,760.18,Running,M0077,96.3
37.89,1.38,1545,50.01,4.74,853.57,Running,M0078,95.01
37.99,1.35,1531,53.63,4.21,457.24,Running,M0079,94.73
39.42,1.13,1397,49.05,4.31,311.5,Running,M0080,96.05
33.64,0.9,1470,54.36,4.09,228.44,Running,M0081,99.61
50.13,3.08,1442,46.74,5.58,511.47,Running,M0082,80.11
36.88,1.1,1459,48.48,4.15,877.53,Running,M0083,99.54
36.55,1.52,1448,51.75,3.87,599.38,Running,M0084,96.09
40.0,1.39,1477,48.9,4.99,995.94,Running,M0085,93.29
37.2,1.2,1520,54.71,4.3,468.19,Running,M0086,95.22
39.6,1.49,1438,49.19,4.29,742.06,Running,M0087,92.46
40.31,1.82,1540,51.35,5.08,243.44,Running,M0088,91.89
40.99,1.89,1549,54.43,4.77,514.49,Running,M0089,92.11
40.46,1.23,1479,51.16,4.64,954.52,Running,M0090,95.15
44.45,2.13,1447,54.53,4.37,930.69,Running,M0091,90.6
48.74,2.39,1530,49.73,4.93,596.53,Running,M0092,85.03
41.1,1.92,1562,54.46,5.09,709.54,Running,M0093,92.33
39.64,1.83,1532,51.69,4.71,702.48,Running,M0094,92.3
49.15,2.39,1491,45.37,5.03,1003.54,Running,M0095,84.6
38.02,1.5,1430,46.18,4.31,699.03,Running,M0096,96.03
37.53,1.36,1427,54.52,3.96,853.31,Running,M0097,96.12
34.76,1.0,1465,51.59,4.49,496.81,Running,M0098,99.19
35.77,1.3,1514,52.51,3.94,972.41,Running,M0099,96.82
34.47,1.15,1551,48.22,3.94,254.03,Running,M0100,98.23
37.53,1.03,1500,53.5,3.81,781.52,Running,M0001,96.68
37.59,1.69,1526,51.36,4.56,139.03,Running,M0002,94.77
39.7,1.45,1415,45.49,4.29,599.12,Running,M0003,95.51
39.6,1.05,1552,54.41,4.6,498.05,Running,M0004,96.7
39.25,1.74,1480,50.79,4.13,533.11,Running,M0005,95.29
36.14,1.52,1588,52.07,4.63,648.64,Running,M0006,96.1
35.36,1.11,1555,48.47,4.6,662.05,Running,M0007,98.02
49.45,2.87,1514,49.62,5.87,789.66,Running,M0008,82.41
41.84,1.63,1536,52.49,4.2,568.05,Running,M0009,92.88
36.21,1.0,1524,49.1,4.47,853.91,Running,M0010,98.69
35.72,1.08,1581,47.81,3.82,268.1,Running,M0011,96.65
38.03,1.55,1533,51.64,4.03,278.98,Running,M0012,95.17
40.62,1.43,1531,45.57,3.89,540.67,Running,M0013,95.47
42.05,1.95,1465,54.25,4.3,537.52,Running,M0014,90.51
36.3,0.94,1483,50.44,4.49,212.62,Running,M0015,98.19
34.66,1.25,1474,52.71,3.78,920.62,Running,M0016,97.94
36.62,1.33,1432,48.74,3.7,310.35,Running,M0017,97.72
41.01,1.57,1442,47.44,5.05,488.58,Running,M0018,92.31
35.64,1.38,1417,51.72,3.85,666.93,Running,M0019,99.01
43.48,1.76,1501,48.8,4.82,628.3,Running,M0020,91.07
50.68,3.0,1540,49.02,5.36,426.27,Running,M0021,80.46
51.76,3.04,1474,53.2,5.28,480.26,Maintenance,M0022,78.87
33.9,0.81,1478,49.21,3.6,476.16,Running,M0023,99.27
40.45,1.77,1512,50.99,4.89,773.19,Running,M0024,91.82
37.51,1.52,1560,49.88,4.79,313.97,Running,M0025,95.37
37.2,1.39,1561,45.9,4.17,726.22,Running,M0026,95.08
37.35,1.21,1561,50.52,3.69,184.68,Running,M0027,97.94
38.84,1.29,1395,49.85,4.16,312.03,Running,M0028,97.46
39.49,2.06,1492,48.6,5.06,918.41,Running,M0029,92.29
36.12,1.45,1424,54.6,3.86,896.07,Running,M0030,97.31
38.32,1.77,1552,53.98,4.45,299.27,Running,M0031,93.94
36.57,0.87,1588,51.97,3.86,653.67,Running,M0032,99.11
39.41,1.28,1444,45.01,4.53,791.85,Running,M0033,95.03
37.33,1.31,1577,53.71,4.82,658.79,Running,M0034,94.95
37.43,1.27,1562,46.65,4.22,308.22,Running,M0035,98.46
41.91,1.86,1550,48.2,4.51,928.68,Running,M0036,92.14
40.45,1.68,1573,47.44,4.56,921.9,Running,M0037,94.73
40.53,2.0,1491,53.28,4.88,361.72,Running,M0038,92.44
42.78,1.75,1431,50.31,5.03,511.52,Running,M0039,92.18
41.25,1.74,1379,52.82,4.48,942.58,Running,M0040,92.73
40.22,1.79,1506,50.49,4.5,912.8,Running,M0041,91.16
37.55,1.04,1592,50.31,4.5,490.38,Running,M0042,98.58
35.59,1.27,1396,52.7,3.92,217.17,Running,M0043,96.85
37.25,1.63,1458,52.96,4.7,840.3,Running,M0044,95.8
35.2,1.36,1461,45.56,4.63,577.05,Running,M0045,98.08
40.91,1.82,1441,51.47,5.06,787.65,Running,M0046,92.1
37.15,1.33,1414,49.46,4.57,466.03,Running,M0047,96.03
41.13,1.77,1447,54.81,4.6,924.88,Running,M0048,91.94
35.15,1.22,1576,46.64,4.5,440.02,Running,M0049,98.9
41.17,1.85,1448,53.88,4.62,165.67,Running,M0050,93.73
35.12,1.08,1461,48.29,4.04,291.03,Running,M0051,97.53
36.94,1.14,1463,49.02,4.09,398.44,Running,M0052,99.62
42.64,1.84,1497,49.69,4.9,163.33,Running,M0053,90.58
38.98,1.34,1513,46.56,4.43,491.55,Running,M0054,96.49
39.92,1.69,1412,49.02,5.05,829.35,Running,M0055,92.5
42.59,1.65,1439,50.83,5.1,568.33,Running,M0056,92.22
38.43,1.31,1400,50.82,4.3,282.07,Running,M0057,98.18
41.51,1.65,1406,51.79,4.6,154.61,Running,M0058,91.82
41.14,1.66,1487,54.65,4.87,984.75,Running,M0059,94.32
43.35,1.68,1390,51.74,4.99,539.5,Running,M0060,91.42
43.1,1.95,1473,49.22,4.47,178.98,Running,M0061,91.76
42.45,1.62,1545,51.31,4.25,171.29,Running,M0062,91.21
37.59,1.11,1561,49.56,4.18,430.63,Running,M0063,97.72
37.19,1.45,1477,53.28,4.5,192.4,Running,M0064,96.19
44.38,1.82,1377,47.62,4.74,615.52,Running,M0065,90.59
42.76,1.81,1391,53.25,4.54,716.92,Running,M0066,90.06
43.92,2.05,1559,46.45,5.1,234.11,Running,M0067,89.84
36.34,1.12,1413,48.65,4.02,883.35,Running,M0068,98.45
37.79,1.37,1483,54.19,3.68,654.57,Running,M0069,98.36
43.27,1.7,1483,47.75,4.84,696.25,Running,M0070,90.84
53.57,3.44,1360,48.43,5.53,246.81,Maintenance,M0071,77.15
37.7,1.56,1444,53.77,4.11,740.74,Running,M0072,95.81
35.96,1.33,1400,52.5,3.94,733.98,Running,M0073,98.55
40.28,1.6,1444,54.85,4.24,214.17,Running,M0074,91.72
38.61,1.36,1587,48.26,4.28,404.44,Running,M0075,97.52
39.02,1.28,1583,46.35,4.83,357.08,Running,M0076,94.86
39.71,1.12,1570,48.21,4.7,761.18,Running,M0077,96.28
38.84,1.5,1444,54.35,4.44,854.57,Running,M0078,94.99
41.13,1.65,1574,51.61,4.15,458.24,Running,M0079,94.71
37.02,1.11,1484,46.71,4.09,312.5,Running,M0080,96.05
36.87,1.08,1488,48.95,3.74,229.44,Running,M0081,99.58
49.56,2.91,1426,54.21,5.1,512.47,Running,M0082,80.1
35.99,0.91,1581,48.75,4.4,878.53,Running,M0083,99.49
38.36,1.56,1392,53.18,4.72,600.38,Running,M0084,96.02
39.22,1.47,1485,50.05,4.95,996.94,Running,M0085,93.29
40.0,1.71,1471,48.13,4.82,469.19,Running,M0086,95.2
40.17,1.74,1383,51.09,4.3,743.06,Running,M0087,92.46
42.6,1.81,1523,53.42,5.01,244.44,Running,M0088,91.85
42.52,1.94,1413,53.74,4.42,515.49,Running,M0089,92.08
37.82,1.76,1527,47.53,4.87,955.52,Running,M0090,95.12
43.2,1.92,1522,50.58,4.42,931.69,Running,M0091,90.58
45.21,2.46,1541,47.99,5.07,597.53,Running,M0092,85.01
42.69,1.76,1381,46.14,4.54,710.54,Running,M0093,92.32
39.24,1.52,1436,53.79,4.41,703.48,Running,M0094,92.28
48.06,2.67,1382,45.16,5.32,1004.54,Running,M0095,84.59
39.85,1.68,1486,46.15,4.37,700.03,Running,M0096,96.01
39.69,1.27,1541,46.02,4.7,854.31,Running,M0097,96.11
34.24,0.79,1528,46.87,4.44,497.81,Running,M0098,99.17
39.42,1.04,1407,47.54,4.45,973.41,Running,M0099,96.78
36.1,1.42,1486,51.63,4.14,255.03,Running,M0100,98.21
36.72,1.54,1465,54.16,4.34,782.52,Running,M0001,96.66
40.98,1.46,1448,53.63,4.9,140.03,Running,M0002,94.75
37.33,1.6,1583,53.58,4.46,600.12,Running,M0003,95.49
37.68,1.56,1407,52.57,4.19,499.05,Running,M0004,96.69
39.04,1.5,1559,51.85,4.37,534.11,Running,M0005,95.28
38.85,1.49,1560,54.78,4.67,649.64,Running,M0006,96.08
37.57,1.47,1404,51.86,3.78,663.05,Running,M0007,98.01
48.7,2.83,1530,50.33,5.75,790.66,Running,M0008,82.4
40.51,1.66,1549,54.06,4.65,569.05,Running,M0009,92.86
35.51,0.94,1526,51.27,4.03,854.91,Running,M0010,98.67
37.83,1.15,1416,47.67,3.93,269.1,Running,M0011,96.62
38.51,1.63,1470,49.86,4.18,279.98,Running,M0012,95.13
37.73,1.31,1514,51.7,4.08,541.67,Running,M0013,95.44
43.54,1.69,1465,52.0,5.09,538.52,Running,M0014,90.5
36.2,1.47,1516,45.44,3.67,213.62,Running,M0015,98.18
34.79,0.99,1477,45.52,3.9,921.62,Running,M0016,97.94
35.02,1.25,1415,49.57,3.72,311.35,Running,M0017,97.7
41.78,1.55,1381,48.18,4.42,489.58,Running,M0018,92.28
35.12,1.15,1520,54.45,4.05,667.93,Running,M0019,98.98
43.77,1.77,1507,45.51,4.83,629.3,Running,M0020,91.04
51.44,3.14,1402,53.64,6.05,427.27,Running,M0021,80.45
51.65,3.07,1527,48.18,5.5,481.26,Maintenance,M0022,78.86
34.78,1.16,1427,48.11,4.36,477.16,Running,M0023,99.26
42.73,1.56,1573,48.95,4.37,774.19,Running,M0024,91.81
39.23,1.42,1458,49.1,4.07,314.97,Running,M0025,95.36
37.48,1.57,1501,52.53,3.9,727.22,Running,M0026,95.08
34.71,1.11,1556,50.91,4.44,185.68,Running,M0027,97.92
36.06,1.43,1539,47.63,3.98,313.03,Running,M0028,97.4
39.55,2.05,1431,50.03,4.69,919.41,Running,M0029,92.27
35.62,1.41,1563,52.0,4.29,897.07,Running,M0030,97.3
39.26,1.79,1395,45.61,4.28,300.27,Running,M0031,93.91
37.34,1.1,1518,48.33,3.85,654.67,Running,M0032,99.06
40.78,1.75,1455,49.07,4.47,792.85,Running,M0033,95.03
38.08,1.28,1399,54.76,4.62,659.79,Running,M0034,94.89
34.42,0.92,1579,51.15,4.43,309.22,Running,M0035,98.44
41.83,1.73,1399,46.06,4.35,929.68,Running,M0036,92.1
39.62,1.64,1458,54.23,4.61,922.9,Running,M0037,94.7
39.98,2.0,1570,49.21,4.74,362.72,Running,M0038,92.4
42.69,1.89,1435,45.97,4.47,512.52,Running,M0039,92.18
40.98,1.64,1400,47.34,4.17,943.58,Running,M0040,92.68
41.7,1.68,1490,45.03,5.06,913.8,Running,M0041,91.12
36.53,1.35,1558,51.38,4.22,491.38,Running,M0042,98.56
37.79,1.47,1545,49.44,4.51,218.17,Running,M0043,96.83
39.77,1.44,1578,49.29,4.8,841.3,Running,M0044,95.75
38.24,1.34,1512,53.44,3.89,578.05,Running,M0045,98.01
40.83,1.72,1515,52.42,4.81,788.65,Running,M0046,92.1
38.02,1.34,1512,54.79,4.25,467.03,Running,M0047,95.98
40.06,1.81,1431,50.95,4.8,925.88,Running,M0048,91.94
36.95,1.03,1469,52.72,4.49,441.02,Running,M0049,98.88
40.07,1.65,1461,52.38,4.62,166.67,Running,M0050,93.73
38.83,1.38,1430,46.3,3.77,292.03,Running,M0051,97.46
34.38,1.17,1559,50.49,3.71,399.44,Running,M0052,99.61
42.11,1.94,1383,47.88,4.68,164.33,Running,M0053,90.56
37.38,1.21,1428,48.73,4.26,492.55,Running,M0054,96.46
40.36,2.05,1455,54.18,4.5,830.35,Running,M0055,92.48
42.65,1.96,1415,54.65,5.03,569.33,Running,M0056,92.16
36.79,1.43,1465,52.86,3.74,283.07,Running,M0057,98.16
41.33,1.57,1394,46.43,5.05,155.61,Running,M0058,91.79
39.33,1.48,1384,53.31,4.75,985.75,Running,M0059,94.32
43.19,1.85,1562,50.2,4.42,540.5,Running,M0060,91.39
43.42,1.81,1455,53.64,5.11,179.98,Running,M0061,91.75
41.76,1.8,1472,46.4,5.12,172.29,Running,M0062,91.2
35.98,1.35,1501,45.99,4.64,431.63,Running,M0063,97.7
36.38,1.57,1394,46.34,3.83,193.4,Running,M0064,96.19
42.51,2.08,1496,54.15,4.86,616.52,Running,M0065,90.58
44.32,2.21,1537,54.68,5.11,717.92,Running,M0066,90.02
43.83,1.75,1416,49.36,5.11,235.11,Running,M0067,89.81
35.45,1.22,1477,47.65,4.32,884.35,Running,M0068,98.44
34.58,1.11,1437,47.12,4.01,655.57,Running,M0069,98.33
43.59,2.1,1411,51.79,5.07,697.25,Running,M0070,90.8
53.86,3.05,1483,52.85,6.13,247.81,Maintenance,M0071,77.11
37.95,1.69,1466,54.18,4.2,741.74,Running,M0072,95.79
34.71,1.4,1462,51.19,3.7,734.98,Running,M0073,98.52
41.66,1.92,1542,45.38,4.9,215.17,Running,M0074,91.68
36.17,1.28,1406,50.07,4.45,405.44,Running,M0075,97.51
37.99,1.82,1428,45.48,4.03,358.08,Running,M0076,94.81
38.74,1.18,1453,49.16,4.02,762.18,Running,M0077,96.27
40.79,1.71,1413,50.69,4.53,855.57,Running,M0078,94.93
41.11,1.57,1466,46.38,4.26,459.24,Running,M0079,94.65
38.92,1.15,1497,52.93,4.43,313.5,Running,M0080,96.04
34.0,0.8,1434,50.04,3.87,230.44,Running,M0081,99.56
50.82,2.78,1405,47.81,5.46,513.47,Running,M0082,80.09
34.72,1.3,1417,54.07,4.38,879.53,Running,M0083,99.45
39.35,1.25,1584,54.11,4.74,601.38,Running,M0084,95.98
41.11,1.85,1560,47.91,4.89,997.94,Running,M0085,93.28
39.31,1.58,1518,46.06,4.8,470.19,Running,M0086,95.2
40.57,1.66,1566,50.63,4.7,744.06,Running,M0087,92.45
42.93,1.98,1564,46.47,5.05,245.44,Running,M0088,91.82
40.9,1.86,1559,50.68,4.96,516.49,Running,M0089,92.07
38.08,1.59,1469,46.38,4.75,956.52,Running,M0090,95.07
42.82,1.73,1408,46.38,4.65,932.69,Running,M0091,90.58
47.01,2.24,1522,45.87,5.5,598.53,Running,M0092,85.01
42.77,1.96,1556,53.04,4.41,711.54,Running,M0093,92.31
41.07,1.9,1524,53.02,4.38,704.48,Running,M0094,92.24
48.28,2.33,1407,52.12,5.16,1005.54,Running,M0095,84.58
38.96,1.3,1440,52.61,4.22,701.03,Running,M0096,95.97
38.55,1.22,1493,48.59,4.44,855.31,Running,M0097,96.09
34.99,1.12,1554,53.27,3.62,498.81,Running,M0098,99.16
37.73,1.37,1481,49.56,4.68,974.41,Running,M0099,96.75
35.19,1.21,1467,47.55,4.46,256.03,Running,M0100,98.17
39.0,1.34,1438,53.17,3.86,783.52,Running,M0001,96.65
39.21,1.3,1411,45.52,4.04,141.03,Running,M0002,94.74
37.48,1.48,1455,54.4,4.85,601.12,Running,M0003,95.49
36.44,1.19,1554,53.35,4.56,500.05,Running,M0004,96.66
39.65,1.4,1548,49.54,4.08,535.11,Running,M0005,95.24
39.08,1.67,1474,51.61,4.16,650.64,Running,M0006,96.05
38.0,1.07,1545,48.36,4.06,664.05,Running,M0007,98.0
49.78,2.74,1532,45.34,5.31,791.66,Running,M0008,82.39
39.09,1.9,1429,51.25,4.8,570.05,Running,M0009,92.86
36.07,1.2,1448,53.99,3.68,855.91,Running,M0010,98.66
